token_ID,filename,category,word,POS,rel
2668,brainiac_female,girl,women,brightest,ADJ,amod
2686,brainiac_female,teacher,other,talented,ADJ,amod
2691,brainiac_female,you,other,see,VERB,nsubj
2704,brainiac_female,you,other,do,VERB,nsubj
2707,brainiac_female,you,other,know,VERB,nsubj
2811,brainiac_female,kids,other,regional,ADJ,amod
2835,brainiac_female,teacher,other,says,VERB,nsubj
2842,brainiac_female,you,other,go,VERB,nsubj
2857,brainiac_female,girl,women,adorable,ADJ,amod
2858,brainiac_female,girl,women,little,ADJ,amod
2859,brainiac_female,girl,women,calling,VERB,dobj
2898,brainiac_female,teen,other,little,ADJ,amod
2899,brainiac_female,teen,other,freakish,ADJ,amod
2940,brainiac_female,sister,women,younger,ADJ,amod
2941,brainiac_female,sister,women,told,VERB,nsubj
2959,brainiac_female,classmates,other,told,VERB,nsubj
2990,brainiac_female,you,other,have,VERB,nsubj
3082,brainiac_female,him,men,turned,VERB,dobj
3086,brainiac_female,him,men,asked,VERB,nsubj
3161,brainiac_female,bill clinton,named,go,VERB,nsubj
3163,brainiac_female,president,other,former,ADJ,amod
3195,brainiac_female,you,other,going,VERB,nsubj
3235,brainiac_female,people,other,think,VERB,nsubj
3290,brainiac_female,father,men,was,VERB,nsubj
3296,brainiac_female,father,men,worked,VERB,nsubj
3334,brainiac_female,kids,other,raise,VERB,dobj
3398,brainiac_female,they,other,find,VERB,nsubj
3411,brainiac_female,they,other,find,VERB,nsubj
3415,brainiac_female,they,other,were,VERB,nsubj
3422,brainiac_female,he,men,was,VERB,nsubj
3430,brainiac_female,they,other,find,VERB,nsubj
3466,brainiac_female,author,other,young,ADJ,amod
3467,brainiac_female,author,other,admits,VERB,nsubj
3470,brainiac_female,author,other,young,ADJ,amod
3471,brainiac_female,author,other,loves,VERB,nsubj
3476,brainiac_female,author,other,young,ADJ,amod
3477,brainiac_female,author,other,trusts,VERB,dobj
3487,brainiac_female,author,other,young,ADJ,amod
3543,brainiac_female,crowd,other,please,VERB,dobj
3583,brainiac_female,people,other,ask,VERB,nsubj
3635,brainiac_female,girl,women,ordinary,ADJ,amod
3650,brainiac_female,friend,other,needs,VERB,dobj
3653,brainiac_female,them,other,get,VERB,dobj
3663,brainiac_female,adults,other,see,VERB,nsubj
3670,brainiac_female,woman,women,kind,ADJ,amod
3699,brainiac_female,daughter,women,has,VERB,dobj
3709,brainiac_female,brother,men,little,ADJ,amod
3727,brainiac_female,mother,women,biological,ADJ,amod
3746,brainiac_female,anyone,other,watch,VERB,nsubj
3761,brainiac_female,husband,men,is,VERB,nsubj
3772,brainiac_female,husband,men,has,VERB,nsubj
3776,brainiac_female,friends,other,more,ADJ,amod
3777,brainiac_female,friends,other,has,VERB,dobj
3794,brainiac_female,husband,men,is,VERB,nsubj
3798,brainiac_female,husband,men,needs,VERB,nsubj
3802,brainiac_female,friends,other,more,ADJ,amod
3803,brainiac_female,friends,other,needs,VERB,dobj
3849,brainiac_female,you,other,help,VERB,nsubj
4021,brainiac_female,person,other,is,VERB,nsubj
4023,brainiac_female,she,women,was,VERB,nsubj
4063,brainiac_female,person,other,is,VERB,nsubj
4065,brainiac_female,she,women,was,VERB,nsubj
4102,brainiac_female,society,other,forgotten,VERB,nsubj
4108,brainiac_female,mother,women,been,VERB,nsubj
4141,brainiac_female,mother,women,dies,VERB,nsubj
4146,brainiac_female,they,other,were,VERB,nsubj
4152,brainiac_female,children,other,only,ADV,amod
4153,brainiac_female,children,other,surviving,VERB,amod
4157,brainiac_female,children,other,only,ADJ,amod
4158,brainiac_female,children,other,other,ADJ,amod
4159,brainiac_female,children,other,surviving,VERB,amod
4160,brainiac_female,children,other,are,VERB,nsubj
4202,brainiac_female,worker,other,hard,ADJ,amod
4217,brainiac_female,inmates,other,other,ADJ,amod
4240,brainiac_female,inmates,other,say,VERB,nsubj
4481,brainiac_female,you,other,get,VERB,nsubj
4492,brainiac_female,you,other,are,VERB,nsubj
4530,brainiac_female,you,other,wish,VERB,nsubj
4568,brainiac_female,singer,other,relate,VERB,nsubj
4592,brainiac_female,singer,other,performing,VERB,nsubj
4660,brainiac_female,person,other,cry,VERB,nsubj
4724,brainiac_female,worker,other,gave,VERB,nsubj
4763,brainiac_female,kid,other,cute,ADJ,amod
4767,brainiac_female,village,other,small,ADJ,amod
4783,brainiac_female,girl,women,little,ADJ,amod
4792,brainiac_female,you,other,are,VERB,nsubj
4847,brainiac_female,person,other,real,ADJ,amod
4874,brainiac_female,people,other,trust,VERB,dobj
4939,brainiac_female,poet,other,brilliant,ADJ,amod
4957,brainiac_female,novelists,other,other,ADJ,amod
5029,brainiac_female,man,men,killed,VERB,nsubj
5044,brainiac_female,parents,other,lost,VERB,nsubj
5066,brainiac_female,parents,other,let,VERB,nsubj
5070,brainiac_female,man,men,walk,VERB,nsubj
5129,brainiac_female,survivor,other,unselfish,ADJ,amod
5204,brainiac_female,character,other,was,VERB,nsubj
5287,brainiac_female,girls,women,many,ADJ,amod
5288,brainiac_female,girls,women,other,ADJ,amod
5289,brainiac_female,girls,women,seen,VERB,dobj
5296,brainiac_female,they,other,have,VERB,nsubj
5303,brainiac_female,mother,women,had,VERB,dobj
5310,brainiac_female,babies,other,lost,VERB,dobj
5354,brainiac_female,you,other,have,VERB,nsubj
5367,brainiac_female,children,other,drive,VERB,dobj
5415,brainiac_female,people,other,love,VERB,nsubj
5436,brainiac_female,you,other,going,VERB,nsubj
5447,brainiac_female,you,other,going,VERB,nsubj
5458,brainiac_female,you,other,be,VERB,nsubj
5470,brainiac_female,you,other,believe,VERB,nsubj
5480,brainiac_female,you,other,did,VERB,nsubj
5488,brainiac_female,you,other,getting,VERB,nsubj
5501,brainiac_female,you,other,looking,VERB,nsubj
5559,brainiac_female,characters,other,brought,VERB,nsubjpass
5572,brainiac_female,characters,other,sent,VERB,nsubjpass
5715,brainiac_female,you,other,do,VERB,nsubj
5761,brainiac_female,you,other,see,VERB,nsubj
5767,brainiac_female,you,other,learn,VERB,nsubj
5783,brainiac_female,owner,other,run,VERB,nsubj
5807,brainiac_female,he,men,claims,VERB,nsubj
5819,brainiac_female,he,men,claims,VERB,nsubj
5825,brainiac_female,he,men,was,VERB,nsubj
5833,brainiac_female,family,other,says,VERB,nsubj
5846,brainiac_female,he,men,claims,VERB,nsubj
5868,brainiac_female,character,other,lives,VERB,nsubj
5879,brainiac_female,life,other,extraordinary,ADJ,amod
5880,brainiac_female,life,other,lives,VERB,dobj
5945,brainiac_female,family,other,allowed,VERB,nsubjpass
5952,brainiac_female,child,other,have,VERB,dobj
5991,brainiac_female,members,other,are,VERB,nsubj
5996,brainiac_female,people,other,generous,ADJ,amod
6012,brainiac_female,you,other,is,VERB,nsubj
6047,brainiac_female,community,other,supports,VERB,nsubj
6069,brainiac_female,justice,other,find,VERB,dobj
6127,brainiac_female,committees,other,several,ADJ,amod
6166,brainiac_female,character,other,meant,VERB,nsubjpass
6185,brainiac_female,character,other,being,VERB,nsubj
6262,brainiac_female,comedian,other,is,VERB,nsubj
6302,brainiac_female,somebody,other,talked,VERB,nsubj
6440,brainiac_female,friends,other,linkedin,PROPN,amod
6441,brainiac_female,friends,other,has,VERB,dobj
6454,brainiac_female,scientist,other,brilliant,ADJ,amod
6462,brainiac_female,you,other,check,VERB,nsubj
6501,brainiac_female,children,other,young,ADJ,amod
6503,brainiac_female,mother,women,aged,VERB,amod
6525,brainiac_female,champion,other,olympic,ADJ,amod
6635,brainiac_female,grandson,men,young,ADJ,amod
6636,brainiac_female,grandson,men,taken,VERB,dobj
6651,brainiac_female,player,other,serious,ADJ,amod
6791,brainiac_female,player,other,former,ADJ,amod
6792,brainiac_female,player,other,is,VERB,nsubj
6828,brainiac_female,writers,other,were,VERB,nsubj
6853,brainiac_female,justice,other,doing,VERB,dobj
6888,brainiac_female,people,other,going,VERB,nsubj
6898,brainiac_female,woman,women,is,VERB,nsubj
6921,brainiac_female,people,other,want,VERB,nsubj
6927,brainiac_female,woman,women,do,VERB,nsubj
6945,brainiac_female,women,women,is,VERB,nsubj
6960,brainiac_female,wife,women,found,VERB,nsubj
6985,brainiac_female,wife,women,arrived,VERB,nsubj
6993,brainiac_female,wife,women,called,VERB,nsubj
6999,brainiac_female,wife,women,telling,VERB,dobj
7014,brainiac_female,husband,men,make,VERB,nsubj
7023,brainiac_female,wife,women,telling,VERB,dobj
7027,brainiac_female,husband,men,known,VERB,nsubj
7034,brainiac_female,wife,women,is,VERB,nsubj
7245,brainiac_female,person,other,nice,ADJ,amod
7256,brainiac_female,you,other,hate,VERB,nsubj
7272,brainiac_female,you,other,know,VERB,nsubj
7314,brainiac_female,you,other,tell,VERB,dobj
7334,brainiac_female,somebody,other,keep,VERB,nsubj
7348,brainiac_female,you,other,like,VERB,nsubj
7427,brainiac_female,you,other,think,VERB,nsubj
7434,brainiac_female,guy,men,nice,ADJ,amod
7468,brainiac_female,kids,other,were,VERB,nsubj
7520,brainiac_female,characters,other,strange,ADJ,amod
7521,brainiac_female,characters,other,looking,VERB,amod
7533,brainiac_female,life,other,own,ADJ,amod
7638,brainiac_female,adult,other,healthy,ADJ,amod
7751,brainiac_female,they,other,like,VERB,nsubj
7800,brainiac_female,scientist,other,great,ADJ,amod
7826,brainiac_female,scientist,other,good,ADJ,amod
7841,brainiac_female,you,other,see,VERB,nsubj
7852,brainiac_female,people,other,crazy,ADJ,amod
7853,brainiac_female,people,other,following,VERB,nsubj
7866,brainiac_female,wife,women,has,VERB,nsubj
7956,brainiac_female,person,other,only,ADJ,amod
8072,brainiac_female,husband,men,get,VERB,nsubj
8077,brainiac_female,she,women,doing,VERB,dobj
8131,brainiac_female,you,other,treat,VERB,nsubj
8150,brainiac_female,you,other,treat,VERB,nsubj
8217,brainiac_female,friend,other,remembered,VERB,nsubj
8240,brainiac_female,friend,other,contacted,VERB,nsubj
8387,brainiac_female,you,other,are,VERB,nsubj
8391,brainiac_female,you,other,waiting,VERB,nsubj
8403,brainiac_female,athlete,other,gifted,ADJ,amod
8419,brainiac_female,team,other,coaching,VERB,dobj
8641,brainiac_female,you,other,turn,VERB,nsubj
8659,brainiac_female,you,other,want,VERB,nsubj
8667,brainiac_female,you,other,turn,VERB,nsubj
8685,brainiac_female,you,other,want,VERB,nsubj
8690,brainiac_female,you,other,turn,VERB,nsubj
8708,brainiac_female,you,other,want,VERB,nsubj
8772,brainiac_female,politicians,other,saying,VERB,nsubj
8775,brainiac_female,politicians,other,move,VERB,nsubj
8797,brainiac_female,politicians,other,leave,VERB,nsubj
8859,brainiac_female,friends,other,best,ADJ,amod
8907,brainiac_female,women,women,other,ADJ,amod
8931,brainiac_female,men,men,want,VERB,nsubj
8939,brainiac_female,men,men,want,VERB,nsubj
8944,brainiac_female,men,men,have,VERB,nsubj
8958,brainiac_female,men,men,want,VERB,nsubj
9021,brainiac_female,parents,other,told,VERB,nsubj
9032,brainiac_female,parents,other,looked,VERB,nsubj
9076,brainiac_female,children,other,help,VERB,dobj
9239,brainiac_female,child,other,second,ADJ,amod
9266,brainiac_female,force,other,joined,VERB,dobj
9321,brainiac_female,they,other,have,VERB,nsubj
9335,brainiac_female,they,other,'s,VERB,nsubj
9343,brainiac_female,they,other,are,VERB,nsubj
9349,brainiac_female,you,other,call,VERB,nsubj
9386,brainiac_female,person,other,smart,ADJ,amod
9480,brainiac_female,you,other,get,VERB,nsubj
9487,brainiac_female,you,other,know,VERB,nsubj
9572,brainiac_female,you,other,have,VERB,nsubj
9614,brainiac_female,sister,women,ask,VERB,dobj
9651,brainiac_female,they,other,decided,VERB,nsubj
9687,brainiac_female,you,other,supposed,VERB,nsubjpass
9699,brainiac_female,you,other,'re,VERB,nsubj
9722,brainiac_female,you,other,believe,VERB,nsubj
9733,brainiac_female,they,other,'re,VERB,nsubj
9855,brainiac_female,girl,women,big,ADJ,amod
9867,brainiac_female,you,other,think,VERB,nsubj
9890,brainiac_female,he,men,looked,VERB,nsubj
9928,brainiac_female,everyone,other,loves,VERB,nsubj
9935,brainiac_female,parents,other,loves,VERB,dobj
9953,brainiac_female,he,men,attracted,VERB,nsubjpass
9980,brainiac_female,he,men,love,VERB,nsubj
10053,brainiac_female,you,other,doing,VERB,nsubj
10067,brainiac_female,members,other,other,ADJ,amod
10095,brainiac_female,you,other,standing,VERB,nsubj
10105,brainiac_female,you,other,coming,VERB,nsubj
10131,brainiac_female,you,other,find,VERB,dobj
10133,brainiac_female,you,other,die,VERB,nsubj
10202,brainiac_female,parents,other,decide,VERB,nsubj
10231,brainiac_female,parents,other,taking,VERB,nsubj
10428,brainiac_female,you,other,know,VERB,nsubj
10446,brainiac_female,you,other,'re,VERB,nsubj
10476,brainiac_female,you,other,pay,VERB,nsubj
10497,brainiac_female,you,other,giving,VERB,nsubj
10542,brainiac_female,husband,men,loves,VERB,nsubj
10614,brainiac_female,friend,other,best,ADJ,amod
10615,brainiac_female,friend,other,is,VERB,nsubj
10618,brainiac_female,teacher,other,great,ADJ,amod
10635,brainiac_female,friend,other,best,ADJ,amod
10636,brainiac_female,friend,other,are,VERB,nsubj
10639,brainiac_female,teacher,other,great,ADJ,amod
10640,brainiac_female,teacher,other,are,VERB,nsubj
10763,brainiac_female,believer,other,true,ADJ,amod
10828,brainiac_female,you,other,know,VERB,nsubj
10852,brainiac_female,people,other,understand,VERB,dobj
10871,brainiac_female,he,men,going,VERB,nsubj
10901,brainiac_female,parents,other,are,VERB,nsubj
10928,brainiac_female,father,men,said,VERB,nsubj
10976,brainiac_female,artists,other,young,ADJ,amod
10977,brainiac_female,artists,other,catapult,VERB,dobj
11006,brainiac_female,he,men,had,VERB,nsubj
11010,brainiac_female,they,other,had,VERB,nsubj
11017,brainiac_female,he,men,been,VERB,nsubj
11025,brainiac_female,he,men,looked,VERB,nsubj
11036,brainiac_female,he,men,see,VERB,nsubj
11056,brainiac_female,he,men,was,VERB,nsubj
11062,brainiac_female,he,men,had,VERB,nsubj
11084,brainiac_female,he,men,taken,VERB,nsubj
11123,brainiac_female,they,other,grew,VERB,nsubj
11130,brainiac_female,he,men,met,VERB,dobj
11184,brainiac_female,children,other,young,ADJ,amod
11185,brainiac_female,children,other,teaching,VERB,dobj
11207,brainiac_female,adults,other,young,ADJ,amod
11216,brainiac_female,kids,other,many,ADJ,amod
11217,brainiac_female,kids,other,autistic,ADJ,nsubj
11227,brainiac_female,experts,other,leading,VERB,amod
11279,brainiac_female,he,men,has,VERB,nsubj
11291,brainiac_female,community,other,international,ADJ,amod
11299,brainiac_female,nations,other,impoverished,ADJ,amod
11351,brainiac_female,heroes,other,like,ADJ,amod
11429,brainiac_female,people,other,are,VERB,nsubj
11435,brainiac_female,people,other,love,VERB,nsubj
11646,brainiac_female,girl,women,average,ADJ,amod
11654,brainiac_female,sister,women,penetrated,VERB,dobj
11660,brainiac_female,girl,women,little,ADJ,amod
11687,brainiac_female,she,women,wants,VERB,nsubj
11857,brainiac_female,everyone,other,learn,VERB,nsubj
11881,brainiac_female,you,other,think,VERB,nsubj
11920,brainiac_female,you,other,get,VERB,nsubj
11941,brainiac_female,you,other,know,VERB,nsubj
11950,brainiac_female,you,other,tell,VERB,dobj
11955,brainiac_female,you,other,know,VERB,nsubj
11962,brainiac_female,you,other,ask,VERB,nsubj
11976,brainiac_female,you,other,tell,VERB,nsubj
12006,brainiac_female,father,men,is,VERB,nsubj
12040,brainiac_female,family,other,owned,VERB,nsubj
12054,brainiac_female,family,other,live,VERB,nsubj
12081,brainiac_female,victim,other,recent,ADJ,amod
12082,brainiac_female,victim,other,was,VERB,nsubj
12142,brainiac_female,daughter,women,seeing,VERB,dobj
12166,brainiac_female,sociopaths,other,hardened,ADJ,amod
12167,brainiac_female,sociopaths,other,overcome,VERB,nsubj
12186,brainiac_female,he,men,grinned,VERB,nsubj
12210,brainiac_female,girl,women,good,ADJ,amod
12250,brainiac_female,you,other,been,VERB,nsubj
12258,brainiac_female,character,other,greatest,ADJ,amod
12262,brainiac_female,person,other,greatest,ADJ,amod
12268,brainiac_female,you,other,come,VERB,nsubj
12273,brainiac_female,you,other,be,VERB,nsubj
12292,brainiac_female,writer,other,brilliant,ADJ,amod
12365,brainiac_female,him,men,become,VERB,nsubj
12422,brainiac_female,he,men,said,VERB,nsubj
12433,brainiac_female,you,other,got,VERB,nsubj
12448,brainiac_female,you,other,saying,VERB,nsubj
12451,brainiac_female,you,other,do,VERB,nsubj
12532,brainiac_female,woman,women,brainiac,ADJ,amod
12556,brainiac_female,person,other,better,ADJ,amod
12557,brainiac_female,person,other,was,VERB,nsubj
12562,brainiac_female,family,other,join,VERB,dobj
12570,brainiac_female,life,other,is,VERB,nsubj
12617,brainiac_female,cook,other,great,ADJ,amod
12621,brainiac_female,teacher,other,great,ADJ,amod
12639,brainiac_female,kids,other,help,VERB,dobj
12654,brainiac_female,kids,other,work,VERB,nsubj
12684,brainiac_female,teacher,other,understood,VERB,dobj
12715,brainiac_female,people,other,good,ADJ,amod
12716,brainiac_female,people,other,do,VERB,nsubj
12723,brainiac_female,you,other,let,VERB,nsubj
12726,brainiac_female,people,other,good,ADJ,amod
12727,brainiac_female,people,other,do,VERB,nsubj
12730,brainiac_female,you,other,say,VERB,nsubj
12734,brainiac_female,people,other,good,ADJ,amod
12755,brainiac_female,wife,women,discussed,VERB,nsubj
12895,brainiac_female,boss,other,former,ADJ,amod
12933,brainiac_female,self,other,older,ADJ,amod
12934,brainiac_female,self,other,is,VERB,nsubj
12946,brainiac_female,kids,other,arrive,VERB,nsubj
12957,brainiac_female,child,other,same,ADJ,amod
12958,brainiac_female,child,other,sees,VERB,dobj
12980,brainiac_female,children,other,encouraging,VERB,dobj
12997,brainiac_female,survivor,other,sole,ADJ,amod
13009,brainiac_female,friends,other,sustained,VERB,nsubj
13019,brainiac_female,woman,women,forced,VERB,nsubjpass
13029,brainiac_female,friends,other,few,ADJ,amod
13038,brainiac_female,woman,women,die,VERB,nsubj
13092,brainiac_female,people,other,other,ADJ,amod
13102,brainiac_female,baby,other,young,ADJ,amod
13119,brainiac_female,child,other,first,ADJ,amod
13125,brainiac_female,member,other,other,ADJ,amod
13127,brainiac_female,member,other,had,VERB,dobj
13180,brainiac_female,leader,other,smart,ADJ,amod
13223,brainiac_female,partner,other,is,VERB,nsubj
13244,brainiac_female,mother,women,brainiac,ADJ,amod
13278,brainiac_female,daughter,women,keep,VERB,dobj
13334,brainiac_female,person,other,smart,ADJ,amod
13371,brainiac_female,officer,other,is,VERB,nsubj
13391,brainiac_female,officer,other,is,VERB,nsubj
13415,brainiac_female,life,other,ruined,VERB,nsubj
13427,brainiac_female,doctor,other,right,ADJ,amod
13428,brainiac_female,doctor,other,find,VERB,dobj
13441,brainiac_female,someone,other,finds,VERB,dobj
13464,brainiac_female,monster,other,strange,ADJ,amod
13465,brainiac_female,monster,other,meets,VERB,dobj
13565,brainiac_female,person,other,dies,VERB,nsubj
13570,brainiac_female,they,other,see,VERB,nsubj
13678,brainiac_female,you,other,follow,VERB,nsubj
13707,brainiac_female,everyone,other,look,VERB,nsubj
13729,brainiac_female,community,other,own,ADJ,amod
13730,brainiac_female,community,other,online,ADJ,amod
13731,brainiac_female,community,other,runs,VERB,dobj
13741,brainiac_female,child,other,have,VERB,dobj
13745,brainiac_female,husband,men,future,ADJ,amod
13765,brainiac_female,life,other,better,ADJ,amod
13766,brainiac_female,life,other,build,VERB,dobj
13814,brainiac_female,bitch,other,little,ADJ,amod
13837,brainiac_female,life,other,live,VERB,dobj
13897,brainiac_female,killer,other,serial,ADJ,amod
13920,brainiac_female,parents,other,found,VERB,nsubj
13949,brainiac_female,parents,other,take,VERB,dobj
14038,brainiac_female,they,other,think,VERB,nsubj
14061,brainiac_female,mother,women,was,VERB,nsubj
14077,brainiac_female,husband,men,passed,VERB,nsubj
14088,brainiac_female,mother,women,left,VERB,nsubj
14092,brainiac_female,mother,women,decided,VERB,nsubj
14098,brainiac_female,friend,men,young,ADJ,amod
14103,brainiac_female,husband,men,was,VERB,nsubj
14116,brainiac_female,her,women,been,VERB,nsubj
14134,brainiac_female,husband,men,is,VERB,nsubj
14162,brainiac_female,character,other,popular,ADJ,amod
14186,brainiac_female,characters,other,best,ADJ,amod
14195,brainiac_female,characters,other,favorite,ADJ,amod
14225,brainiac_female,judge,other,bad,ADJ,amod
14228,brainiac_female,you,other,are,VERB,nsubj
14234,brainiac_female,you,other,come,VERB,nsubj
14240,brainiac_female,life,other,requires,VERB,nsubj
14242,brainiac_female,you,other,requires,VERB,dobj
14259,brainiac_female,characters,other,look,VERB,nsubj
14281,brainiac_female,characters,other,are,VERB,nsubj
14341,brainiac_female,person,other,favorite,ADJ,amod
14452,brainiac_female,he,men,'s,VERB,nsubj
14483,brainiac_female,dealer,other,had,VERB,dobj
14518,brainiac_female,you,other,be,VERB,nsubj
14561,brainiac_female,person,other,is,VERB,nsubj
14588,brainiac_female,character,other,is,VERB,nsubj
14716,brainiac_female,life,other,new,ADJ,amod
14717,brainiac_female,life,other,make,VERB,dobj
14760,brainiac_female,people,other,feel,VERB,nsubj
14775,brainiac_female,life,other,entire,ADJ,amod
14782,brainiac_female,person,black,only,ADJ,amod
14817,brainiac_female,girls,women,beautiful,ADJ,amod
14860,brainiac_female,men,men,amazing,ADJ,amod
14873,brainiac_female,husband,men,believes,VERB,nsubj
14926,brainiac_female,husband,men,loved,VERB,dobj
15005,brainiac_female,you,other,try,VERB,nsubj
15057,brainiac_female,father,men,tries,VERB,nsubj
15076,brainiac_female,brothers,men,join,VERB,dobj
15089,brainiac_female,brother,men,starts,VERB,nsubj
15118,brainiac_female,hero,other,perfect,ADJ,amod
15161,brainiac_female,character,other,play,VERB,nsubj
15213,brainiac_female,witch,women,find,VERB,dobj
15219,brainiac_female,witch,women,starts,VERB,nsubj
15222,brainiac_female,witch,women,starts,VERB,dobj
15240,brainiac_female,you,other,help,VERB,nsubj
15272,brainiac_female,girl,women,smart,ADJ,amod
15273,brainiac_female,girl,women,takes,VERB,nsubj
15339,brainiac_female,clients,other,makes,VERB,dobj
15354,brainiac_female,people,other,treating,VERB,dobj
15410,brainiac_female,neighbor,other,help,VERB,dobj
15424,brainiac_female,neighbor,other,stalking,VERB,dobj
15445,brainiac_female,woman,women,plays,VERB,nsubj
15449,brainiac_female,mother,women,plays,VERB,dobj
15461,brainiac_female,family,other,agrees,VERB,nsubj
15494,brainiac_female,parents,other,know,VERB,dobj
15503,brainiac_female,girl,women,strange,ADJ,amod
15547,brainiac_female,father,men,see,VERB,nsubj
15619,brainiac_female,nation,other,rebuild,VERB,dobj
15672,brainiac_female,character,other,features,VERB,dobj
15708,brainiac_female,believer,other,true,ADJ,amod
15732,brainiac_female,coaches,other,get,VERB,nsubj
15737,brainiac_female,coaches,other,need,VERB,nsubj
15754,brainiac_female,leader,other,fearless,ADJ,amod
15766,brainiac_female,worker,other,hard,ADJ,amod
15771,brainiac_female,people,other,say,VERB,nsubj
15776,brainiac_female,people,other,say,VERB,dobj
15819,brainiac_female,mother,women,was,VERB,nsubj
15982,brainiac_female,person,other,selfless,ADJ,amod
15984,brainiac_female,person,other,imaginable,ADJ,amod
15991,brainiac_female,someone,other,trying,VERB,nsubj
16011,brainiac_female,you,other,are,VERB,nsubj
16019,brainiac_female,life,other,live,VERB,dobj
16034,brainiac_female,children,other,have,VERB,nsubj
16109,brainiac_female,husband,men,having,VERB,nsubj
16141,brainiac_female,town,other,small,ADJ,amod
16191,brainiac_female,children,other,holding,VERB,dobj
16295,brainiac_female,forces,other,foundational,ADJ,amod
16351,brainiac_female,friends,other,has,VERB,dobj
